Facility_ID,Measure_ID,Measure_Name,Compared_to_National,Denominator,Score,Start_Date,End_Date
380025,MORT_30_CABG,Death rate for CABG surgery patients,Not Available,Not Available,Not Available,7/1/21,6/30/24
380025,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,52,8.9,7/1/21,6/30/24
380025,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,162,12.9,7/1/21,6/30/24
380025,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,103,16.6,7/1/21,6/30/24
380025,MORT_30_STK,Death rate for stroke patients,No Different Than the National Rate,64,10.9,7/1/21,6/30/24
380025,PSI_03,Pressure ulcer rate,No Different Than the National Rate,1325,1.14,7/1/22,6/30/24
380025,PSI_04,Death rate among surgical inpatients with serious treatable complications,Number of Cases Too Small,Not Available,Not Available,7/1/22,6/30/24
380025,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,1662,0.19,7/1/22,6/30/24
380025,PSI_08,In-hospital fall-associated fracture rate,No Different Than the National Rate,1692,0.3,7/1/22,6/30/24
380025,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,274,2.16,7/1/22,6/30/24
380025,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,81,1.61,7/1/22,6/30/24
380025,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,91,7.78,7/1/22,6/30/24
380025,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,287,5.24,7/1/22,6/30/24
380025,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,74,4.79,7/1/22,6/30/24
380025,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,109,2.06,7/1/22,6/30/24
380025,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,359,1.18,7/1/22,6/30/24
380025,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,Not Applicable,1.16,7/1/22,6/30/24
380027,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,Number of Cases Too Small,Not Available,Not Available,4/1/21,3/31/24
380027,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,No Different Than the National Rate,668,4.3,7/1/23,6/30/24
380027,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,153,13.5,7/1/21,6/30/24
380027,MORT_30_CABG,Death rate for CABG surgery patients,Not Available,Not Available,Not Available,7/1/21,6/30/24
380027,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,88,11.9,7/1/21,6/30/24
380027,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,251,14.1,7/1/21,6/30/24
380027,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,224,17.3,7/1/21,6/30/24
380027,MORT_30_STK,Death rate for stroke patients,Worse Than the National Rate,104,22.1,7/1/21,6/30/24
380027,PSI_03,Pressure ulcer rate,No Different Than the National Rate,2236,0.31,7/1/22,6/30/24
380027,PSI_04,Death rate among surgical inpatients with serious treatable complications,Number of Cases Too Small,Not Available,Not Available,7/1/22,6/30/24
380027,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,2762,0.18,7/1/22,6/30/24
380027,PSI_08,In-hospital fall-associated fracture rate,No Different Than the National Rate,2684,0.25,7/1/22,6/30/24
380027,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,423,2.18,7/1/22,6/30/24
380027,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,54,1.66,7/1/22,6/30/24
380027,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,56,10.97,7/1/22,6/30/24
380027,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,450,2.88,7/1/22,6/30/24
380027,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,45,5.04,7/1/22,6/30/24
380027,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,104,1.7,7/1/22,6/30/24
380027,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,350,0.99,7/1/22,6/30/24
380027,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,Not Applicable,0.9,7/1/22,6/30/24
380029,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,Number of Cases Too Small,Not Available,Not Available,4/1/21,3/31/24
380029,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,No Different Than the National Rate,83,3.9,7/1/23,6/30/24
380029,MORT_30_AMI,Death rate for heart attack patients,Number of Cases Too Small,Not Available,Not Available,7/1/21,6/30/24
380029,MORT_30_CABG,Death rate for CABG surgery patients,Not Available,Not Available,Not Available,7/1/21,6/30/24
380029,MORT_30_COPD,Death rate for COPD patients,Number of Cases Too Small,Not Available,Not Available,7/1/21,6/30/24
380029,MORT_30_HF,Death rate for heart failure patients,Number of Cases Too Small,Not Available,Not Available,7/1/21,6/30/24
380029,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,29,14.6,7/1/21,6/30/24
380029,MORT_30_STK,Death rate for stroke patients,Number of Cases Too Small,Not Available,Not Available,7/1/21,6/30/24
380029,PSI_03,Pressure ulcer rate,No Different Than the National Rate,219,0.59,7/1/22,6/30/24
380029,PSI_04,Death rate among surgical inpatients with serious treatable complications,Not Available,Not Available,Not Available,7/1/22,6/30/24
380029,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,315,0.21,7/1/22,6/30/24
380029,PSI_08,In-hospital fall-associated fracture rate,No Different Than the National Rate,295,0.27,7/1/22,6/30/24
380029,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,62,2.64,7/1/22,6/30/24
380029,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,37,1.66,7/1/22,6/30/24
380029,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,39,11.75,7/1/22,6/30/24
380029,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,68,3.42,7/1/22,6/30/24
380029,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,34,5.18,7/1/22,6/30/24
380029,PSI_14,Postoperative wound dehiscence rate,Number of Cases Too Small,Not Available,Not Available,7/1/22,6/30/24
380029,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,39,1.04,7/1/22,6/30/24
380029,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,Not Applicable,1.04,7/1/22,6/30/24
380037,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,Number of Cases Too Small,Not Available,Not Available,4/1/21,3/31/24
380037,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,No Different Than the National Rate,321,4.1,7/1/23,6/30/24
380037,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,30,12.3,7/1/21,6/30/24
380037,MORT_30_CABG,Death rate for CABG surgery patients,Not Available,Not Available,Not Available,7/1/21,6/30/24
380037,MORT_30_COPD,Death rate for COPD patients,Number of Cases Too Small,Not Available,Not Available,7/1/21,6/30/24
380037,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,124,10.8,7/1/21,6/30/24
380037,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,72,17.3,7/1/21,6/30/24
380037,MORT_30_STK,Death rate for stroke patients,No Different Than the National Rate,33,15.2,7/1/21,6/30/24
380037,PSI_03,Pressure ulcer rate,No Different Than the National Rate,862,0.44,7/1/22,6/30/24
380037,PSI_04,Death rate among surgical inpatients with serious treatable complications,Number of Cases Too Small,Not Available,Not Available,7/1/22,6/30/24
380037,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,1208,0.2,7/1/22,6/30/24
380037,PSI_08,In-hospital fall-associated fracture rate,No Different Than the National Rate,1165,0.26,7/1/22,6/30/24
380037,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,110,2.28,7/1/22,6/30/24
380037,PSI_10,Postoperative acute kidney injury requiring dialysis rate,Number of Cases Too Small,Not Available,Not Available,7/1/22,6/30/24
380037,PSI_11,Postoperative respiratory failure rate,Number of Cases Too Small,Not Available,Not Available,7/1/22,6/30/24
380037,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,113,3.29,7/1/22,6/30/24
380037,PSI_13,Postoperative sepsis rate,Number of Cases Too Small,Not Available,Not Available,7/1/22,6/30/24
380037,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,30,1.74,7/1/22,6/30/24
380037,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,169,1.01,7/1/22,6/30/24
380037,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,Not Applicable,0.91,7/1/22,6/30/24
380038,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,30,3.9,4/1/21,3/31/24
380038,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,No Different Than the National Rate,400,3.8,7/1/23,6/30/24
380038,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,39,12.2,7/1/21,6/30/24
380038,MORT_30_CABG,Death rate for CABG surgery patients,Not Available,Not Available,Not Available,7/1/21,6/30/24
380038,MORT_30_COPD,Death rate for COPD patients,Number of Cases Too Small,Not Available,Not Available,7/1/21,6/30/24
380038,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,120,8.2,7/1/21,6/30/24
380038,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,116,17.3,7/1/21,6/30/24
380038,MORT_30_STK,Death rate for stroke patients,No Different Than the National Rate,51,12.2,7/1/21,6/30/24
380038,PSI_03,Pressure ulcer rate,No Different Than the National Rate,1164,0.4,7/1/22,6/30/24
380038,PSI_04,Death rate among surgical inpatients with serious treatable complications,Number of Cases Too Small,Not Available,Not Available,7/1/22,6/30/24
380038,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,1515,0.2,7/1/22,6/30/24
380038,PSI_08,In-hospital fall-associated fracture rate,No Different Than the National Rate,1466,0.26,7/1/22,6/30/24
380038,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,202,2.6,7/1/22,6/30/24
380038,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,89,1.66,7/1/22,6/30/24
380038,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,95,8.12,7/1/22,6/30/24
380038,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,216,3.58,7/1/22,6/30/24
380038,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,79,6.03,7/1/22,6/30/24
380038,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,40,1.73,7/1/22,6/30/24
380038,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,198,1.02,7/1/22,6/30/24
380038,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,Not Applicable,0.93,7/1/22,6/30/24
38003F,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,284,2.8,4/1/21,3/31/24
38003F,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,Not Available,Not Available,Not Available,7/1/23,6/30/24
38003F,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,122,10.8,7/1/21,6/30/24
38003F,MORT_30_CABG,Death rate for CABG surgery patients,Not Available,Not Available,Not Available,7/1/21,6/30/24
38003F,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,245,6.7,7/1/21,6/30/24
38003F,MORT_30_HF,Death rate for heart failure patients,Better Than the National Rate,799,7.6,7/1/21,6/30/24
38003F,MORT_30_PN,Death rate for pneumonia patients,Better Than the National Rate,353,11.5,7/1/21,6/30/24
38003F,MORT_30_STK,Death rate for stroke patients,Not Available,Not Available,Not Available,7/1/21,6/30/24
38003F,PSI_03,Pressure ulcer rate,Worse Than the National Rate,6655,1.53,7/1/22,6/30/24
38003F,PSI_04,Death rate among surgical inpatients with serious treatable complications,No Different Than the National Rate,69,185.42,7/1/22,6/30/24
38003F,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,9230,0.19,7/1/22,6/30/24
38003F,PSI_08,In-hospital fall-associated fracture rate,No Different Than the National Rate,9745,0.4,7/1/22,6/30/24
38003F,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,2759,2.87,7/1/22,6/30/24
38003F,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,1314,1.35,7/1/22,6/30/24
38003F,PSI_11,Postoperative respiratory failure rate,Worse Than the National Rate,1335,15.6,7/1/22,6/30/24
38003F,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,2934,2.89,7/1/22,6/30/24
38003F,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,1321,5.97,7/1/22,6/30/24
38003F,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,656,2.52,7/1/22,6/30/24
38003F,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,1933,1.85,7/1/22,6/30/24
38003F,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,Worse Than the National Value,Not Applicable,1.46,7/1/22,6/30/24
380047,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,153,3,4/1/21,3/31/24
380047,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,No Different Than the National Rate,2805,3.8,7/1/23,6/30/24
380047,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,353,12.5,7/1/21,6/30/24
380047,MORT_30_CABG,Death rate for CABG surgery patients,No Different Than the National Rate,114,2.1,7/1/21,6/30/24
380047,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,110,8.6,7/1/21,6/30/24
380047,MORT_30_HF,Death rate for heart failure patients,Worse Than the National Rate,594,15.2,7/1/21,6/30/24
380047,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,487,13.9,7/1/21,6/30/24
380047,MORT_30_STK,Death rate for stroke patients,No Different Than the National Rate,342,16.6,7/1/21,6/30/24
380047,PSI_03,Pressure ulcer rate,No Different Than the National Rate,7772,0.83,7/1/22,6/30/24
380047,PSI_04,Death rate among surgical inpatients with serious treatable complications,No Different Than the National Rate,133,170.8,7/1/22,6/30/24
380047,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,9942,0.27,7/1/22,6/30/24
380047,PSI_08,In-hospital fall-associated fracture rate,No Different Than the National Rate,10084,0.21,7/1/22,6/30/24
380047,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,3393,2.38,7/1/22,6/30/24
380047,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,1698,1.99,7/1/22,6/30/24
380047,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,1643,7.13,7/1/22,6/30/24
380047,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,3553,3.95,7/1/22,6/30/24
380047,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,1621,3.37,7/1/22,6/30/24
380047,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,787,2.19,7/1/22,6/30/24
380047,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,2321,1.09,7/1/22,6/30/24
380047,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,Not Applicable,0.97,7/1/22,6/30/24
38004F,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,Not Available,Not Available,Not Available,4/1/21,3/31/24
38004F,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,Not Available,Not Available,Not Available,7/1/23,6/30/24
38004F,MORT_30_AMI,Death rate for heart attack patients,Not Available,Not Available,Not Available,7/1/21,6/30/24
38004F,MORT_30_CABG,Death rate for CABG surgery patients,Not Available,Not Available,Not Available,7/1/21,6/30/24
38004F,MORT_30_COPD,Death rate for COPD patients,Not Available,Not Available,Not Available,7/1/21,6/30/24
38004F,MORT_30_HF,Death rate for heart failure patients,Not Available,Not Available,Not Available,7/1/21,6/30/24
38004F,MORT_30_PN,Death rate for pneumonia patients,Not Available,Not Available,Not Available,7/1/21,6/30/24
38004F,MORT_30_STK,Death rate for stroke patients,Not Available,Not Available,Not Available,7/1/21,6/30/24
38004F,PSI_03,Pressure ulcer rate,Not Available,Not Available,Not Available,7/1/22,6/30/24
38004F,PSI_04,Death rate among surgical inpatients with serious treatable complications,Not Available,Not Available,Not Available,7/1/22,6/30/24
38004F,PSI_06,Iatrogenic pneumothorax rate,Not Available,Not Available,Not Available,7/1/22,6/30/24
38004F,PSI_08,In-hospital fall-associated fracture rate,Not Available,Not Available,Not Available,7/1/22,6/30/24
38004F,PSI_09,Postoperative hemorrhage or hematoma rate,Not Available,Not Available,Not Available,7/1/22,6/30/24
38004F,PSI_10,Postoperative acute kidney injury requiring dialysis rate,Not Available,Not Available,Not Available,7/1/22,6/30/24
38004F,PSI_11,Postoperative respiratory failure rate,Not Available,Not Available,Not Available,7/1/22,6/30/24
38004F,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,Not Available,Not Available,Not Available,7/1/22,6/30/24
38004F,PSI_13,Postoperative sepsis rate,Not Available,Not Available,Not Available,7/1/22,6/30/24
38004F,PSI_14,Postoperative wound dehiscence rate,Not Available,Not Available,Not Available,7/1/22,6/30/24
38004F,PSI_15,Abdominopelvic accidental puncture or laceration rate,Not Available,Not Available,Not Available,7/1/22,6/30/24
38004F,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,Not Available,Not Applicable,Not Available,7/1/22,6/30/24
380050,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,61,3.1,4/1/21,3/31/24
380050,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,No Different Than the National Rate,707,4.5,7/1/23,6/30/24
380050,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,78,14,7/1/21,6/30/24
380050,MORT_30_CABG,Death rate for CABG surgery patients,Not Available,Not Available,Not Available,7/1/21,6/30/24
380050,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,91,7.9,7/1/21,6/30/24
380050,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,212,12.6,7/1/21,6/30/24
380050,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,252,18.6,7/1/21,6/30/24
380050,MORT_30_STK,Death rate for stroke patients,Worse Than the National Rate,108,19.3,7/1/21,6/30/24
380050,PSI_03,Pressure ulcer rate,Worse Than the National Rate,2109,1.87,7/1/22,6/30/24
380050,PSI_04,Death rate among surgical inpatients with serious treatable complications,Number of Cases Too Small,Not Available,Not Available,7/1/22,6/30/24
380050,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,2837,0.18,7/1/22,6/30/24
380050,PSI_08,In-hospital fall-associated fracture rate,No Different Than the National Rate,2785,0.25,7/1/22,6/30/24
380050,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,496,2.11,7/1/22,6/30/24
380050,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,114,1.62,7/1/22,6/30/24
380050,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,106,8,7/1/22,6/30/24
380050,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,514,3.59,7/1/22,6/30/24
380050,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,89,4.75,7/1/22,6/30/24
380050,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,85,1.7,7/1/22,6/30/24
380050,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,284,1.23,7/1/22,6/30/24
380050,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,Not Applicable,1.3,7/1/22,6/30/24
380051,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,218,4,4/1/21,3/31/24
380051,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,Better Than the National Rate,1824,3.5,7/1/23,6/30/24
380051,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,228,14.9,7/1/21,6/30/24
380051,MORT_30_CABG,Death rate for CABG surgery patients,No Different Than the National Rate,62,3.7,7/1/21,6/30/24
380051,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,152,7.4,7/1/21,6/30/24
380051,MORT_30_HF,Death rate for heart failure patients,Worse Than the National Rate,496,15.1,7/1/21,6/30/24
380051,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,501,18,7/1/21,6/30/24
380051,MORT_30_STK,Death rate for stroke patients,No Different Than the National Rate,310,13.2,7/1/21,6/30/24
380051,PSI_03,Pressure ulcer rate,No Different Than the National Rate,6788,0.9,7/1/22,6/30/24
380051,PSI_04,Death rate among surgical inpatients with serious treatable complications,No Different Than the National Rate,147,189.84,7/1/22,6/30/24
380051,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,7638,0.37,7/1/22,6/30/24
380051,PSI_08,In-hospital fall-associated fracture rate,No Different Than the National Rate,7788,0.31,7/1/22,6/30/24
380051,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,1842,3.1,7/1/22,6/30/24
380051,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,808,2.96,7/1/22,6/30/24
380051,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,811,13.22,7/1/22,6/30/24
380051,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,1972,4.56,7/1/22,6/30/24
380051,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,753,8.27,7/1/22,6/30/24
380051,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,392,1.82,7/1/22,6/30/24
380051,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,1384,1.16,7/1/22,6/30/24
380051,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,Worse Than the National Value,Not Applicable,1.43,7/1/22,6/30/24
380052,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,Number of Cases Too Small,Not Available,Not Available,4/1/21,3/31/24
380052,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,No Different Than the National Rate,146,4.2,7/1/23,6/30/24
380052,MORT_30_AMI,Death rate for heart attack patients,Number of Cases Too Small,Not Available,Not Available,7/1/21,6/30/24
380052,MORT_30_CABG,Death rate for CABG surgery patients,Not Available,Not Available,Not Available,7/1/21,6/30/24
380052,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,34,7,7/1/21,6/30/24
380052,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,57,12.7,7/1/21,6/30/24
380052,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,57,13.4,7/1/21,6/30/24
380052,MORT_30_STK,Death rate for stroke patients,Number of Cases Too Small,Not Available,Not Available,7/1/21,6/30/24
380052,PSI_03,Pressure ulcer rate,No Different Than the National Rate,470,0.52,7/1/22,6/30/24
380052,PSI_04,Death rate among surgical inpatients with serious treatable complications,Number of Cases Too Small,Not Available,Not Available,7/1/22,6/30/24
380052,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,632,0.21,7/1/22,6/30/24
380052,PSI_08,In-hospital fall-associated fracture rate,No Different Than the National Rate,589,0.27,7/1/22,6/30/24
380052,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,68,2.33,7/1/22,6/30/24
380052,PSI_10,Postoperative acute kidney injury requiring dialysis rate,Number of Cases Too Small,Not Available,Not Available,7/1/22,6/30/24
380052,PSI_11,Postoperative respiratory failure rate,Number of Cases Too Small,Not Available,Not Available,7/1/22,6/30/24
380052,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,73,3.37,7/1/22,6/30/24
380052,PSI_13,Postoperative sepsis rate,Number of Cases Too Small,Not Available,Not Available,7/1/22,6/30/24
380052,PSI_14,Postoperative wound dehiscence rate,Number of Cases Too Small,Not Available,Not Available,7/1/22,6/30/24
380052,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,28,1.05,7/1/22,6/30/24
380052,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,Not Applicable,0.95,7/1/22,6/30/24
380056,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,Number of Cases Too Small,Not Available,Not Available,4/1/21,3/31/24
380056,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,No Different Than the National Rate,99,4.4,7/1/23,6/30/24
380056,MORT_30_AMI,Death rate for heart attack patients,Number of Cases Too Small,Not Available,Not Available,7/1/21,6/30/24
380056,MORT_30_CABG,Death rate for CABG surgery patients,Not Available,Not Available,Not Available,7/1/21,6/30/24
380056,MORT_30_COPD,Death rate for COPD patients,Number of Cases Too Small,Not Available,Not Available,7/1/21,6/30/24
380056,MORT_30_HF,Death rate for heart failure patients,Number of Cases Too Small,Not Available,Not Available,7/1/21,6/30/24
380056,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,26,20.2,7/1/21,6/30/24
380056,MORT_30_STK,Death rate for stroke patients,Number of Cases Too Small,Not Available,Not Available,7/1/21,6/30/24
380056,PSI_03,Pressure ulcer rate,No Different Than the National Rate,214,0.57,7/1/22,6/30/24
380056,PSI_04,Death rate among surgical inpatients with serious treatable complications,Number of Cases Too Small,Not Available,Not Available,7/1/22,6/30/24
380056,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,295,0.21,7/1/22,6/30/24
380056,PSI_08,In-hospital fall-associated fracture rate,No Different Than the National Rate,282,0.27,7/1/22,6/30/24
380056,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,82,2.32,7/1/22,6/30/24
380056,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,37,1.67,7/1/22,6/30/24
380056,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,38,9.07,7/1/22,6/30/24
380056,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,86,3.37,7/1/22,6/30/24
380056,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,33,5.17,7/1/22,6/30/24
380056,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,25,1.75,7/1/22,6/30/24
380056,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,43,1.33,7/1/22,6/30/24
380056,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,Not Applicable,0.97,7/1/22,6/30/24
380060,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,Number of Cases Too Small,Not Available,Not Available,4/1/21,3/31/24
380060,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,No Different Than the National Rate,644,4,7/1/23,6/30/24
380060,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,133,11.8,7/1/21,6/30/24
380060,MORT_30_CABG,Death rate for CABG surgery patients,No Different Than the National Rate,55,3.6,7/1/21,6/30/24
380060,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,38,9.8,7/1/21,6/30/24
