Facility_ID,Measure_ID,Measure_Name,Compared_to_National,Denominator,Score,Start_Date,End_Date
140191,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,560,1.96,7/1/22,6/30/24
140191,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,172,1.55,7/1/22,6/30/24
140191,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,200,6.87,7/1/22,6/30/24
140191,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,545,3.49,7/1/22,6/30/24
140191,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,178,6.1,7/1/22,6/30/24
140191,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,142,1.68,7/1/22,6/30/24
140191,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,590,0.94,7/1/22,6/30/24
140191,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,Not Applicable,1.08,7/1/22,6/30/24
140197,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,Not Available,Not Available,Not Available,4/1/21,3/31/24
140197,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,Number of Cases Too Small,Not Available,Not Available,7/1/23,6/30/24
140197,MORT_30_AMI,Death rate for heart attack patients,Not Available,Not Available,Not Available,7/1/21,6/30/24
140197,MORT_30_CABG,Death rate for CABG surgery patients,Not Available,Not Available,Not Available,7/1/21,6/30/24
140197,MORT_30_COPD,Death rate for COPD patients,Not Available,Not Available,Not Available,7/1/21,6/30/24
140197,MORT_30_HF,Death rate for heart failure patients,Number of Cases Too Small,Not Available,Not Available,7/1/21,6/30/24
140197,MORT_30_PN,Death rate for pneumonia patients,Number of Cases Too Small,Not Available,Not Available,7/1/21,6/30/24
140197,MORT_30_STK,Death rate for stroke patients,Not Available,Not Available,Not Available,7/1/21,6/30/24
140197,PSI_03,Pressure ulcer rate,No Different Than the National Rate,461,0.58,7/1/22,6/30/24
140197,PSI_04,Death rate among surgical inpatients with serious treatable complications,Not Available,Not Available,Not Available,7/1/22,6/30/24
140197,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,483,0.21,7/1/22,6/30/24
140197,PSI_08,In-hospital fall-associated fracture rate,No Different Than the National Rate,483,0.32,7/1/22,6/30/24
140197,PSI_09,Postoperative hemorrhage or hematoma rate,Not Available,Not Available,Not Available,7/1/22,6/30/24
140197,PSI_10,Postoperative acute kidney injury requiring dialysis rate,Not Available,Not Available,Not Available,7/1/22,6/30/24
140197,PSI_11,Postoperative respiratory failure rate,Not Available,Not Available,Not Available,7/1/22,6/30/24
140197,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,Not Available,Not Available,Not Available,7/1/22,6/30/24
140197,PSI_13,Postoperative sepsis rate,Not Available,Not Available,Not Available,7/1/22,6/30/24
140197,PSI_14,Postoperative wound dehiscence rate,Not Available,Not Available,Not Available,7/1/22,6/30/24
140197,PSI_15,Abdominopelvic accidental puncture or laceration rate,Not Available,Not Available,Not Available,7/1/22,6/30/24
140197,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,Not Available,Not Applicable,Not Available,7/1/22,6/30/24
140200,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,898,4,4/1/21,3/31/24
140200,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,No Different Than the National Rate,3006,4.9,7/1/23,6/30/24
140200,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,184,11.2,7/1/21,6/30/24
140200,MORT_30_CABG,Death rate for CABG surgery patients,No Different Than the National Rate,96,2.5,7/1/21,6/30/24
140200,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,279,7.1,7/1/21,6/30/24
140200,MORT_30_HF,Death rate for heart failure patients,Better Than the National Rate,962,9.7,7/1/21,6/30/24
140200,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,719,17.2,7/1/21,6/30/24
140200,MORT_30_STK,Death rate for stroke patients,No Different Than the National Rate,313,13.6,7/1/21,6/30/24
140200,PSI_03,Pressure ulcer rate,No Different Than the National Rate,9604,0.11,7/1/22,6/30/24
140200,PSI_04,Death rate among surgical inpatients with serious treatable complications,No Different Than the National Rate,99,172.32,7/1/22,6/30/24
140200,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,11578,0.2,7/1/22,6/30/24
140200,PSI_08,In-hospital fall-associated fracture rate,No Different Than the National Rate,11653,0.27,7/1/22,6/30/24
140200,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,3562,1.67,7/1/22,6/30/24
140200,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,2294,1.58,7/1/22,6/30/24
140200,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,2333,11.34,7/1/22,6/30/24
140200,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,Worse Than the National Rate,3685,5.23,7/1/22,6/30/24
140200,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,2266,3.54,7/1/22,6/30/24
140200,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,645,1.59,7/1/22,6/30/24
140200,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,2267,1.04,7/1/22,6/30/24
140200,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,Not Applicable,0.89,7/1/22,6/30/24
140202,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,101,3.1,4/1/21,3/31/24
140202,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,No Different Than the National Rate,2417,3.6,7/1/23,6/30/24
140202,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,227,11.5,7/1/21,6/30/24
140202,MORT_30_CABG,Death rate for CABG surgery patients,No Different Than the National Rate,66,1.9,7/1/21,6/30/24
140202,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,236,7.2,7/1/21,6/30/24
140202,MORT_30_HF,Death rate for heart failure patients,Better Than the National Rate,744,9.4,7/1/21,6/30/24
140202,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,948,15,7/1/21,6/30/24
140202,MORT_30_STK,Death rate for stroke patients,Better Than the National Rate,238,10.3,7/1/21,6/30/24
140202,PSI_03,Pressure ulcer rate,No Different Than the National Rate,8882,0.36,7/1/22,6/30/24
140202,PSI_04,Death rate among surgical inpatients with serious treatable complications,No Different Than the National Rate,78,180.54,7/1/22,6/30/24
140202,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,9825,0.13,7/1/22,6/30/24
140202,PSI_08,In-hospital fall-associated fracture rate,No Different Than the National Rate,9934,0.22,7/1/22,6/30/24
140202,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,1686,1.86,7/1/22,6/30/24
140202,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,535,1.38,7/1/22,6/30/24
140202,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,553,6.33,7/1/22,6/30/24
140202,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,1786,4.2,7/1/22,6/30/24
140202,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,520,5.13,7/1/22,6/30/24
140202,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,384,1.57,7/1/22,6/30/24
140202,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,1502,0.77,7/1/22,6/30/24
140202,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,Not Applicable,0.81,7/1/22,6/30/24
140206,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,Number of Cases Too Small,Not Available,Not Available,4/1/21,3/31/24
140206,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,No Different Than the National Rate,192,4.5,7/1/23,6/30/24
140206,MORT_30_AMI,Death rate for heart attack patients,Number of Cases Too Small,Not Available,Not Available,7/1/21,6/30/24
140206,MORT_30_CABG,Death rate for CABG surgery patients,Not Available,Not Available,Not Available,7/1/21,6/30/24
140206,MORT_30_COPD,Death rate for COPD patients,Number of Cases Too Small,Not Available,Not Available,7/1/21,6/30/24
140206,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,45,11.7,7/1/21,6/30/24
140206,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,76,14.9,7/1/21,6/30/24
140206,MORT_30_STK,Death rate for stroke patients,Number of Cases Too Small,Not Available,Not Available,7/1/21,6/30/24
140206,PSI_03,Pressure ulcer rate,No Different Than the National Rate,1320,0.35,7/1/22,6/30/24
140206,PSI_04,Death rate among surgical inpatients with serious treatable complications,Number of Cases Too Small,Not Available,Not Available,7/1/22,6/30/24
140206,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,1427,0.2,7/1/22,6/30/24
140206,PSI_08,In-hospital fall-associated fracture rate,No Different Than the National Rate,1468,0.3,7/1/22,6/30/24
140206,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,141,2.92,7/1/22,6/30/24
140206,PSI_10,Postoperative acute kidney injury requiring dialysis rate,Number of Cases Too Small,Not Available,Not Available,7/1/22,6/30/24
140206,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,26,9.11,7/1/22,6/30/24
140206,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,133,4.31,7/1/22,6/30/24
140206,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,25,5.1,7/1/22,6/30/24
140206,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,40,1.76,7/1/22,6/30/24
140206,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,157,1.04,7/1/22,6/30/24
140206,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,Not Applicable,0.95,7/1/22,6/30/24
140208,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,184,3.5,4/1/21,3/31/24
140208,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,Better Than the National Rate,2824,3.1,7/1/23,6/30/24
140208,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,251,10.7,7/1/21,6/30/24
140208,MORT_30_CABG,Death rate for CABG surgery patients,No Different Than the National Rate,184,2.1,7/1/21,6/30/24
140208,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,220,7.8,7/1/21,6/30/24
140208,MORT_30_HF,Death rate for heart failure patients,Better Than the National Rate,1036,7.1,7/1/21,6/30/24
140208,MORT_30_PN,Death rate for pneumonia patients,Better Than the National Rate,560,12.7,7/1/21,6/30/24
140208,MORT_30_STK,Death rate for stroke patients,Better Than the National Rate,351,9.5,7/1/21,6/30/24
140208,PSI_03,Pressure ulcer rate,Better Than the National Rate,12369,0.26,7/1/22,6/30/24
140208,PSI_04,Death rate among surgical inpatients with serious treatable complications,No Different Than the National Rate,250,161.05,7/1/22,6/30/24
140208,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,13462,0.23,7/1/22,6/30/24
140208,PSI_08,In-hospital fall-associated fracture rate,No Different Than the National Rate,14321,0.19,7/1/22,6/30/24
140208,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,3157,2.3,7/1/22,6/30/24
140208,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,1280,1.72,7/1/22,6/30/24
140208,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,1299,11.67,7/1/22,6/30/24
140208,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,3349,3.35,7/1/22,6/30/24
140208,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,1311,5.26,7/1/22,6/30/24
140208,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,646,1.7,7/1/22,6/30/24
140208,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,2752,0.73,7/1/22,6/30/24
140208,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,Not Applicable,0.92,7/1/22,6/30/24
140209,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,Number of Cases Too Small,Not Available,Not Available,4/1/21,3/31/24
140209,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,No Different Than the National Rate,1171,3.5,7/1/23,6/30/24
140209,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,174,12.5,7/1/21,6/30/24
140209,MORT_30_CABG,Death rate for CABG surgery patients,No Different Than the National Rate,54,2.1,7/1/21,6/30/24
140209,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,105,10.1,7/1/21,6/30/24
140209,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,303,12.8,7/1/21,6/30/24
140209,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,348,19.3,7/1/21,6/30/24
140209,MORT_30_STK,Death rate for stroke patients,No Different Than the National Rate,171,12.1,7/1/21,6/30/24
140209,PSI_03,Pressure ulcer rate,No Different Than the National Rate,4081,0.35,7/1/22,6/30/24
140209,PSI_04,Death rate among surgical inpatients with serious treatable complications,No Different Than the National Rate,68,186.23,7/1/22,6/30/24
140209,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,4751,0.25,7/1/22,6/30/24
140209,PSI_08,In-hospital fall-associated fracture rate,No Different Than the National Rate,4931,0.38,7/1/22,6/30/24
140209,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,1210,2.14,7/1/22,6/30/24
140209,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,531,1.71,7/1/22,6/30/24
140209,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,556,7.08,7/1/22,6/30/24
140209,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,Worse Than the National Rate,1318,6.04,7/1/22,6/30/24
140209,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,515,3.54,7/1/22,6/30/24
140209,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,384,1.91,7/1/22,6/30/24
140209,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,1084,1.21,7/1/22,6/30/24
140209,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,Not Applicable,0.94,7/1/22,6/30/24
140210,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,Number of Cases Too Small,Not Available,Not Available,4/1/21,3/31/24
140210,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,No Different Than the National Rate,105,5.3,7/1/23,6/30/24
140210,MORT_30_AMI,Death rate for heart attack patients,Number of Cases Too Small,Not Available,Not Available,7/1/21,6/30/24
140210,MORT_30_CABG,Death rate for CABG surgery patients,Not Available,Not Available,Not Available,7/1/21,6/30/24
140210,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,48,8,7/1/21,6/30/24
140210,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,30,13.1,7/1/21,6/30/24
140210,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,67,20.3,7/1/21,6/30/24
140210,MORT_30_STK,Death rate for stroke patients,Number of Cases Too Small,Not Available,Not Available,7/1/21,6/30/24
140210,PSI_03,Pressure ulcer rate,No Different Than the National Rate,266,0.58,7/1/22,6/30/24
140210,PSI_04,Death rate among surgical inpatients with serious treatable complications,Not Available,Not Available,Not Available,7/1/22,6/30/24
140210,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,491,0.21,7/1/22,6/30/24
140210,PSI_08,In-hospital fall-associated fracture rate,No Different Than the National Rate,505,0.27,7/1/22,6/30/24
140210,PSI_09,Postoperative hemorrhage or hematoma rate,Number of Cases Too Small,Not Available,Not Available,7/1/22,6/30/24
140210,PSI_10,Postoperative acute kidney injury requiring dialysis rate,Not Available,Not Available,Not Available,7/1/22,6/30/24
140210,PSI_11,Postoperative respiratory failure rate,Number of Cases Too Small,Not Available,Not Available,7/1/22,6/30/24
140210,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,Number of Cases Too Small,Not Available,Not Available,7/1/22,6/30/24
140210,PSI_13,Postoperative sepsis rate,Not Available,Not Available,Not Available,7/1/22,6/30/24
140210,PSI_14,Postoperative wound dehiscence rate,Not Available,Not Available,Not Available,7/1/22,6/30/24
140210,PSI_15,Abdominopelvic accidental puncture or laceration rate,Number of Cases Too Small,Not Available,Not Available,7/1/22,6/30/24
140210,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,Not Applicable,0.98,7/1/22,6/30/24
140211,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,35,3.6,4/1/21,3/31/24
140211,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,Better Than the National Rate,1792,3.3,7/1/23,6/30/24
140211,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,169,12.5,7/1/21,6/30/24
140211,MORT_30_CABG,Death rate for CABG surgery patients,Not Available,Not Available,Not Available,7/1/21,6/30/24
140211,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,124,7.8,7/1/21,6/30/24
140211,MORT_30_HF,Death rate for heart failure patients,Better Than the National Rate,533,8.6,7/1/21,6/30/24
140211,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,412,15.3,7/1/21,6/30/24
140211,MORT_30_STK,Death rate for stroke patients,No Different Than the National Rate,218,11.2,7/1/21,6/30/24
140211,PSI_03,Pressure ulcer rate,No Different Than the National Rate,5475,0.16,7/1/22,6/30/24
140211,PSI_04,Death rate among surgical inpatients with serious treatable complications,No Different Than the National Rate,43,139.28,7/1/22,6/30/24
140211,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,7078,0.14,7/1/22,6/30/24
140211,PSI_08,In-hospital fall-associated fracture rate,No Different Than the National Rate,7044,0.28,7/1/22,6/30/24
140211,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,1077,2.64,7/1/22,6/30/24
140211,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,383,1.57,7/1/22,6/30/24
140211,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,393,5.64,7/1/22,6/30/24
140211,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,1201,2.83,7/1/22,6/30/24
140211,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,375,4.29,7/1/22,6/30/24
140211,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,340,1.66,7/1/22,6/30/24
140211,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,1249,0.81,7/1/22,6/30/24
140211,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,Not Applicable,0.69,7/1/22,6/30/24
140213,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,111,2.8,4/1/21,3/31/24
140213,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,No Different Than the National Rate,3232,3.8,7/1/23,6/30/24
140213,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,353,13.3,7/1/21,6/30/24
140213,MORT_30_CABG,Death rate for CABG surgery patients,No Different Than the National Rate,253,1.6,7/1/21,6/30/24
140213,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,275,7.9,7/1/21,6/30/24
140213,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,938,11.9,7/1/21,6/30/24
140213,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,1047,16.1,7/1/21,6/30/24
140213,MORT_30_STK,Death rate for stroke patients,No Different Than the National Rate,436,13.8,7/1/21,6/30/24
140213,PSI_03,Pressure ulcer rate,No Different Than the National Rate,9722,0.24,7/1/22,6/30/24
140213,PSI_04,Death rate among surgical inpatients with serious treatable complications,No Different Than the National Rate,166,161.25,7/1/22,6/30/24
140213,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,12497,0.16,7/1/22,6/30/24
140213,PSI_08,In-hospital fall-associated fracture rate,No Different Than the National Rate,12849,0.27,7/1/22,6/30/24
140213,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,2363,2.79,7/1/22,6/30/24
140213,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,1010,2.12,7/1/22,6/30/24
140213,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,1054,11.19,7/1/22,6/30/24
140213,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,Worse Than the National Rate,2612,7.7,7/1/22,6/30/24
140213,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,977,4.85,7/1/22,6/30/24
140213,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,501,1.51,7/1/22,6/30/24
140213,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,2335,0.83,7/1/22,6/30/24
140213,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,Not Applicable,1.11,7/1/22,6/30/24
140217,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,60,3.6,4/1/21,3/31/24
140217,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,No Different Than the National Rate,294,4.3,7/1/23,6/30/24
140217,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,49,12,7/1/21,6/30/24
140217,MORT_30_CABG,Death rate for CABG surgery patients,Not Available,Not Available,Not Available,7/1/21,6/30/24
140217,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,42,8.7,7/1/21,6/30/24
140217,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,148,11.2,7/1/21,6/30/24
140217,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,168,17.5,7/1/21,6/30/24
140217,MORT_30_STK,Death rate for stroke patients,No Different Than the National Rate,56,14.1,7/1/21,6/30/24
140217,PSI_03,Pressure ulcer rate,No Different Than the National Rate,1606,0.33,7/1/22,6/30/24
140217,PSI_04,Death rate among surgical inpatients with serious treatable complications,Number of Cases Too Small,Not Available,Not Available,7/1/22,6/30/24
140217,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,1782,0.19,7/1/22,6/30/24
140217,PSI_08,In-hospital fall-associated fracture rate,No Different Than the National Rate,1832,0.29,7/1/22,6/30/24
140217,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,310,2.17,7/1/22,6/30/24
140217,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,100,1.66,7/1/22,6/30/24
140217,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,104,8.43,7/1/22,6/30/24
140217,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,331,3.06,7/1/22,6/30/24
140217,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,93,5.02,7/1/22,6/30/24
140217,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,43,1.74,7/1/22,6/30/24
140217,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,226,1.01,7/1/22,6/30/24
140217,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,Not Applicable,0.85,7/1/22,6/30/24
140223,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,128,4.5,4/1/21,3/31/24
140223,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,Better Than the National Rate,3205,3,7/1/23,6/30/24
140223,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,248,10.5,7/1/21,6/30/24
140223,MORT_30_CABG,Death rate for CABG surgery patients,No Different Than the National Rate,75,1.8,7/1/21,6/30/24
140223,MORT_30_COPD,Death rate for COPD patients,Better Than the National Rate,164,5.8,7/1/21,6/30/24
140223,MORT_30_HF,Death rate for heart failure patients,Better Than the National Rate,1158,9.1,7/1/21,6/30/24
140223,MORT_30_PN,Death rate for pneumonia patients,Better Than the National Rate,1059,13.7,7/1/21,6/30/24
140223,MORT_30_STK,Death rate for stroke patients,Better Than the National Rate,584,10,7/1/21,6/30/24
140223,PSI_03,Pressure ulcer rate,Better Than the National Rate,12230,0.2,7/1/22,6/30/24
140223,PSI_04,Death rate among surgical inpatients with serious treatable complications,No Different Than the National Rate,194,144.39,7/1/22,6/30/24
140223,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,13662,0.3,7/1/22,6/30/24
140223,PSI_08,In-hospital fall-associated fracture rate,No Different Than the National Rate,13907,0.22,7/1/22,6/30/24
140223,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,2827,2.36,7/1/22,6/30/24
140223,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,1359,1.91,7/1/22,6/30/24
140223,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,1321,7.82,7/1/22,6/30/24
140223,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,3062,3.05,7/1/22,6/30/24
140223,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,1294,6.48,7/1/22,6/30/24
140223,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,633,1.51,7/1/22,6/30/24
140223,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,2497,0.58,7/1/22,6/30/24
140223,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,Not Applicable,0.85,7/1/22,6/30/24
140224,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,43,3.3,4/1/21,3/31/24
140224,Hybrid_HWM,Hybrid Hospital-Wide All-Cause Risk Standardized Mortality Rate,No Different Than the National Rate,338,3.7,7/1/23,6/30/24
140224,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,45,12.1,7/1/21,6/30/24
140224,MORT_30_CABG,Death rate for CABG surgery patients,Not Available,Not Available,Not Available,7/1/21,6/30/24
140224,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,32,7.7,7/1/21,6/30/24
140224,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,168,10.3,7/1/21,6/30/24
140224,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,97,13.5,7/1/21,6/30/24
140224,MORT_30_STK,Death rate for stroke patients,No Different Than the National Rate,38,12.4,7/1/21,6/30/24
140224,PSI_03,Pressure ulcer rate,No Different Than the National Rate,1973,0.66,7/1/22,6/30/24
140224,PSI_04,Death rate among surgical inpatients with serious treatable complications,Number of Cases Too Small,Not Available,Not Available,7/1/22,6/30/24
140224,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,2388,0.19,7/1/22,6/30/24
140224,PSI_08,In-hospital fall-associated fracture rate,No Different Than the National Rate,2465,0.25,7/1/22,6/30/24
140224,PSI_09,Postoperative hemorrhage or hematoma rate,No Different Than the National Rate,291,2.76,7/1/22,6/30/24
140224,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,104,1.64,7/1/22,6/30/24
140224,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,99,7.77,7/1/22,6/30/24
