Facility_ID,Measure_ID,Measure_Name,Compared_to_National,Score,Number_Patients,Number_Patients_Returned,Start_Date,End_Date
10001,EDAC_30_AMI,Hospital return days for heart attack patients,Fewer Days Than Average per 100 Discharges,-15.6,264,68,7/1/21,6/30/24
10001,EDAC_30_HF,Hospital return days for heart failure patients,Average Days per 100 Discharges,-1.1,541,186,7/1/21,6/30/24
10001,EDAC_30_PN,Hospital return days for pneumonia patients,More Days Than Average per 100 Discharges,17.4,471,114,7/1/21,6/30/24
10001,Hybrid_HWR,Hybrid Hospital-Wide All-Cause Readmission Measure (HWR),No Different Than the National Rate,15.1,Not Applicable,Not Applicable,7/1/23,6/30/24
10001,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",No Different Than the National Rate,12.8,Not Applicable,Not Applicable,1/1/21,12/31/23
10001,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,No Different Than the National Rate,8.5,Not Applicable,Not Applicable,1/1/23,12/31/23
10001,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,No Different Than the National Rate,5.7,Not Applicable,Not Applicable,1/1/23,12/31/23
10001,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,No Different than expected,0.8,Not Applicable,Not Applicable,1/1/23,12/31/23
10001,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,No Different Than the National Rate,13,Not Applicable,Not Applicable,7/1/21,6/30/24
10001,READM_30_CABG,Rate of readmission for CABG,No Different Than the National Rate,10.1,Not Applicable,Not Applicable,7/1/21,6/30/24
10001,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,No Different Than the National Rate,18,Not Applicable,Not Applicable,7/1/21,6/30/24
10001,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,20.1,Not Applicable,Not Applicable,7/1/21,6/30/24
10001,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,No Different Than the National Rate,4.8,Not Applicable,Not Applicable,7/1/21,6/30/24
10001,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,No Different Than the National Rate,16,Not Applicable,Not Applicable,7/1/21,6/30/24
10005,EDAC_30_AMI,Hospital return days for heart attack patients,Number of Cases Too Small,Not Available,Not Available,Not Available,7/1/21,6/30/24
10005,EDAC_30_HF,Hospital return days for heart failure patients,Average Days per 100 Discharges,12.2,147,49,7/1/21,6/30/24
10005,EDAC_30_PN,Hospital return days for pneumonia patients,Fewer Days Than Average per 100 Discharges,-17.2,257,58,7/1/21,6/30/24
10005,Hybrid_HWR,Hybrid Hospital-Wide All-Cause Readmission Measure (HWR),No Different Than the National Rate,13.3,Not Applicable,Not Applicable,7/1/23,6/30/24
10005,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",No Different Than the National Rate,14.2,Not Applicable,Not Applicable,1/1/21,12/31/23
10005,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,No Different Than the National Rate,8.6,Not Applicable,Not Applicable,1/1/23,12/31/23
10005,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,No Different Than the National Rate,6.2,Not Applicable,Not Applicable,1/1/23,12/31/23
10005,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,No Different than expected,1,Not Applicable,Not Applicable,1/1/23,12/31/23
10005,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,Number of Cases Too Small,Not Available,Not Applicable,Not Applicable,7/1/21,6/30/24
10005,READM_30_CABG,Rate of readmission for CABG,Not Available,Not Available,Not Applicable,Not Applicable,7/1/21,6/30/24
10005,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,No Different Than the National Rate,17.1,Not Applicable,Not Applicable,7/1/21,6/30/24
10005,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,19.8,Not Applicable,Not Applicable,7/1/21,6/30/24
10005,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,No Different Than the National Rate,4.2,Not Applicable,Not Applicable,7/1/21,6/30/24
10005,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,No Different Than the National Rate,13.9,Not Applicable,Not Applicable,7/1/21,6/30/24
10006,EDAC_30_AMI,Hospital return days for heart attack patients,Fewer Days Than Average per 100 Discharges,-18,271,58,7/1/21,6/30/24
10006,EDAC_30_HF,Hospital return days for heart failure patients,Average Days per 100 Discharges,-4.7,377,112,7/1/21,6/30/24
10006,EDAC_30_PN,Hospital return days for pneumonia patients,Average Days per 100 Discharges,-0.9,606,153,7/1/21,6/30/24
10006,Hybrid_HWR,Hybrid Hospital-Wide All-Cause Readmission Measure (HWR),No Different Than the National Rate,15.9,Not Applicable,Not Applicable,7/1/23,6/30/24
10006,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",No Different Than the National Rate,11.6,Not Applicable,Not Applicable,1/1/21,12/31/23
10006,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,Number of Cases Too Small,Not Available,Not Applicable,Not Applicable,1/1/23,12/31/23
10006,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,Number of Cases Too Small,Not Available,Not Applicable,Not Applicable,1/1/23,12/31/23
10006,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,No Different than expected,1,Not Applicable,Not Applicable,1/1/23,12/31/23
10006,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,No Different Than the National Rate,12.5,Not Applicable,Not Applicable,7/1/21,6/30/24
10006,READM_30_CABG,Rate of readmission for CABG,No Different Than the National Rate,10.6,Not Applicable,Not Applicable,7/1/21,6/30/24
10006,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,No Different Than the National Rate,19.1,Not Applicable,Not Applicable,7/1/21,6/30/24
10006,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,19.5,Not Applicable,Not Applicable,7/1/21,6/30/24
10006,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,No Different Than the National Rate,5.1,Not Applicable,Not Applicable,7/1/21,6/30/24
10006,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,No Different Than the National Rate,15.7,Not Applicable,Not Applicable,7/1/21,6/30/24
10007,EDAC_30_AMI,Hospital return days for heart attack patients,Number of Cases Too Small,Not Available,Not Available,Not Available,7/1/21,6/30/24
10007,EDAC_30_HF,Hospital return days for heart failure patients,More Days Than Average per 100 Discharges,77.9,36,19,7/1/21,6/30/24
10007,EDAC_30_PN,Hospital return days for pneumonia patients,More Days Than Average per 100 Discharges,29.8,80,30,7/1/21,6/30/24
10007,Hybrid_HWR,Hybrid Hospital-Wide All-Cause Readmission Measure (HWR),No Different Than the National Rate,15.4,Not Applicable,Not Applicable,7/1/23,6/30/24
10007,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",No Different Than the National Rate,12.5,Not Applicable,Not Applicable,1/1/21,12/31/23
10007,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,Number of Cases Too Small,Not Available,Not Applicable,Not Applicable,1/1/23,12/31/23
10007,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,Number of Cases Too Small,Not Available,Not Applicable,Not Applicable,1/1/23,12/31/23
10007,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,Number of cases too small,Not Available,Not Applicable,Not Applicable,1/1/23,12/31/23
10007,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,Number of Cases Too Small,Not Available,Not Applicable,Not Applicable,7/1/21,6/30/24
10007,READM_30_CABG,Rate of readmission for CABG,Not Available,Not Available,Not Applicable,Not Applicable,7/1/21,6/30/24
10007,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,No Different Than the National Rate,18.6,Not Applicable,Not Applicable,7/1/21,6/30/24
10007,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,20.9,Not Applicable,Not Applicable,7/1/21,6/30/24
10007,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,Number of Cases Too Small,Not Available,Not Applicable,Not Applicable,7/1/21,6/30/24
10007,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,No Different Than the National Rate,16.5,Not Applicable,Not Applicable,7/1/21,6/30/24
10008,EDAC_30_AMI,Hospital return days for heart attack patients,Number of Cases Too Small,Not Available,Not Available,Not Available,7/1/21,6/30/24
10008,EDAC_30_HF,Hospital return days for heart failure patients,Number of Cases Too Small,Not Available,Not Available,Not Available,7/1/21,6/30/24
10008,EDAC_30_PN,Hospital return days for pneumonia patients,Average Days per 100 Discharges,-8.9,28,8,7/1/21,6/30/24
10008,Hybrid_HWR,Hybrid Hospital-Wide All-Cause Readmission Measure (HWR),No Different Than the National Rate,14.7,Not Applicable,Not Applicable,7/1/23,6/30/24
10008,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",No Different Than the National Rate,12.8,Not Applicable,Not Applicable,1/1/21,12/31/23
10008,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,Not Available,Not Available,Not Applicable,Not Applicable,1/1/23,12/31/23
10008,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,Not Available,Not Available,Not Applicable,Not Applicable,1/1/23,12/31/23
10008,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,Number of cases too small,Not Available,Not Applicable,Not Applicable,1/1/23,12/31/23
10008,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,Number of Cases Too Small,Not Available,Not Applicable,Not Applicable,7/1/21,6/30/24
10008,READM_30_CABG,Rate of readmission for CABG,Not Available,Not Available,Not Applicable,Not Applicable,7/1/21,6/30/24
10008,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,Number of Cases Too Small,Not Available,Not Applicable,Not Applicable,7/1/21,6/30/24
10008,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,Number of Cases Too Small,Not Available,Not Applicable,Not Applicable,7/1/21,6/30/24
10008,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,Not Available,Not Available,Not Applicable,Not Applicable,7/1/21,6/30/24
10008,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,No Different Than the National Rate,16,Not Applicable,Not Applicable,7/1/21,6/30/24
10011,EDAC_30_AMI,Hospital return days for heart attack patients,Fewer Days Than Average per 100 Discharges,-23.6,117,24,7/1/21,6/30/24
10011,EDAC_30_HF,Hospital return days for heart failure patients,More Days Than Average per 100 Discharges,21.2,225,79,7/1/21,6/30/24
10011,EDAC_30_PN,Hospital return days for pneumonia patients,More Days Than Average per 100 Discharges,18.1,261,68,7/1/21,6/30/24
10011,Hybrid_HWR,Hybrid Hospital-Wide All-Cause Readmission Measure (HWR),No Different Than the National Rate,14.6,Not Applicable,Not Applicable,7/1/23,6/30/24
10011,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",No Different Than the National Rate,12.8,Not Applicable,Not Applicable,1/1/21,12/31/23
10011,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,Number of Cases Too Small,Not Available,Not Applicable,Not Applicable,1/1/23,12/31/23
10011,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,Number of Cases Too Small,Not Available,Not Applicable,Not Applicable,1/1/23,12/31/23
10011,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,No Different than expected,0.7,Not Applicable,Not Applicable,1/1/23,12/31/23
10011,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,No Different Than the National Rate,13.2,Not Applicable,Not Applicable,7/1/21,6/30/24
10011,READM_30_CABG,Rate of readmission for CABG,No Different Than the National Rate,11.9,Not Applicable,Not Applicable,7/1/21,6/30/24
10011,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,No Different Than the National Rate,18.2,Not Applicable,Not Applicable,7/1/21,6/30/24
10011,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,20.9,Not Applicable,Not Applicable,7/1/21,6/30/24
10011,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,Number of Cases Too Small,Not Available,Not Applicable,Not Applicable,7/1/21,6/30/24
10011,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,No Different Than the National Rate,16.2,Not Applicable,Not Applicable,7/1/21,6/30/24
10012,EDAC_30_AMI,Hospital return days for heart attack patients,More Days Than Average per 100 Discharges,41.1,55,14,7/1/21,6/30/24
10012,EDAC_30_HF,Hospital return days for heart failure patients,More Days Than Average per 100 Discharges,40,79,28,7/1/21,6/30/24
10012,EDAC_30_PN,Hospital return days for pneumonia patients,Average Days per 100 Discharges,2.3,121,35,7/1/21,6/30/24
10012,Hybrid_HWR,Hybrid Hospital-Wide All-Cause Readmission Measure (HWR),No Different Than the National Rate,15.1,Not Applicable,Not Applicable,7/1/23,6/30/24
10012,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",No Different Than the National Rate,13.6,Not Applicable,Not Applicable,1/1/21,12/31/23
10012,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,Not Available,Not Available,Not Applicable,Not Applicable,1/1/23,12/31/23
10012,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,Not Available,Not Available,Not Applicable,Not Applicable,1/1/23,12/31/23
10012,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,No Different than expected,0.8,Not Applicable,Not Applicable,1/1/23,12/31/23
10012,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,No Different Than the National Rate,14.3,Not Applicable,Not Applicable,7/1/21,6/30/24
10012,READM_30_CABG,Rate of readmission for CABG,Not Available,Not Available,Not Applicable,Not Applicable,7/1/21,6/30/24
10012,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,No Different Than the National Rate,18.1,Not Applicable,Not Applicable,7/1/21,6/30/24
10012,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,21.3,Not Applicable,Not Applicable,7/1/21,6/30/24
10012,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,No Different Than the National Rate,4.5,Not Applicable,Not Applicable,7/1/21,6/30/24
10012,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,No Different Than the National Rate,16.3,Not Applicable,Not Applicable,7/1/21,6/30/24
10016,EDAC_30_AMI,Hospital return days for heart attack patients,Average Days per 100 Discharges,23.3,56,14,7/1/21,6/30/24
10016,EDAC_30_HF,Hospital return days for heart failure patients,Average Days per 100 Discharges,0.3,182,54,7/1/21,6/30/24
10016,EDAC_30_PN,Hospital return days for pneumonia patients,More Days Than Average per 100 Discharges,29.5,200,49,7/1/21,6/30/24
10016,Hybrid_HWR,Hybrid Hospital-Wide All-Cause Readmission Measure (HWR),No Different Than the National Rate,14,Not Applicable,Not Applicable,7/1/23,6/30/24
10016,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",No Different Than the National Rate,12.7,Not Applicable,Not Applicable,1/1/21,12/31/23
10016,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,Not Available,Not Available,Not Applicable,Not Applicable,1/1/23,12/31/23
10016,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,Not Available,Not Available,Not Applicable,Not Applicable,1/1/23,12/31/23
10016,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,No Different than expected,1.2,Not Applicable,Not Applicable,1/1/23,12/31/23
10016,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,No Different Than the National Rate,13.9,Not Applicable,Not Applicable,7/1/21,6/30/24
10016,READM_30_CABG,Rate of readmission for CABG,No Different Than the National Rate,11.5,Not Applicable,Not Applicable,7/1/21,6/30/24
10016,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,No Different Than the National Rate,18,Not Applicable,Not Applicable,7/1/21,6/30/24
10016,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,19.9,Not Applicable,Not Applicable,7/1/21,6/30/24
10016,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,No Different Than the National Rate,5.3,Not Applicable,Not Applicable,7/1/21,6/30/24
10016,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,No Different Than the National Rate,16.4,Not Applicable,Not Applicable,7/1/21,6/30/24
10018,EDAC_30_AMI,Hospital return days for heart attack patients,Not Available,Not Available,Not Available,Not Available,7/1/21,6/30/24
10018,EDAC_30_HF,Hospital return days for heart failure patients,Not Available,Not Available,Not Available,Not Available,7/1/21,6/30/24
10018,EDAC_30_PN,Hospital return days for pneumonia patients,Not Available,Not Available,Not Available,Not Available,7/1/21,6/30/24
10018,Hybrid_HWR,Hybrid Hospital-Wide All-Cause Readmission Measure (HWR),Number of Cases Too Small,Not Available,Not Applicable,Not Applicable,7/1/23,6/30/24
10018,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",Not Available,Not Available,Not Applicable,Not Applicable,1/1/21,12/31/23
10018,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,Number of Cases Too Small,Not Available,Not Applicable,Not Applicable,1/1/23,12/31/23
10018,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,Number of Cases Too Small,Not Available,Not Applicable,Not Applicable,1/1/23,12/31/23
10018,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,No Different than expected,0.9,Not Applicable,Not Applicable,1/1/23,12/31/23
10018,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,Not Available,Not Available,Not Applicable,Not Applicable,7/1/21,6/30/24
10018,READM_30_CABG,Rate of readmission for CABG,Not Available,Not Available,Not Applicable,Not Applicable,7/1/21,6/30/24
10018,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,Not Available,Not Available,Not Applicable,Not Applicable,7/1/21,6/30/24
10018,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,Not Available,Not Available,Not Applicable,Not Applicable,7/1/21,6/30/24
10018,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,Not Available,Not Available,Not Applicable,Not Applicable,7/1/21,6/30/24
10018,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,Not Available,Not Available,Not Applicable,Not Applicable,7/1/21,6/30/24
10019,EDAC_30_AMI,Hospital return days for heart attack patients,Number of Cases Too Small,Not Available,Not Available,Not Available,7/1/21,6/30/24
10019,EDAC_30_HF,Hospital return days for heart failure patients,Fewer Days Than Average per 100 Discharges,-16.1,217,61,7/1/21,6/30/24
10019,EDAC_30_PN,Hospital return days for pneumonia patients,More Days Than Average per 100 Discharges,19.8,222,47,7/1/21,6/30/24
10019,Hybrid_HWR,Hybrid Hospital-Wide All-Cause Readmission Measure (HWR),No Different Than the National Rate,16,Not Applicable,Not Applicable,7/1/23,6/30/24
10019,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",No Different Than the National Rate,13.6,Not Applicable,Not Applicable,1/1/21,12/31/23
10019,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,Number of Cases Too Small,Not Available,Not Applicable,Not Applicable,1/1/23,12/31/23
10019,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,Number of Cases Too Small,Not Available,Not Applicable,Not Applicable,1/1/23,12/31/23
10019,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,No Different than expected,0.8,Not Applicable,Not Applicable,1/1/23,12/31/23
10019,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,Number of Cases Too Small,Not Available,Not Applicable,Not Applicable,7/1/21,6/30/24
10019,READM_30_CABG,Rate of readmission for CABG,Not Available,Not Available,Not Applicable,Not Applicable,7/1/21,6/30/24
10019,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,No Different Than the National Rate,18.8,Not Applicable,Not Applicable,7/1/21,6/30/24
10019,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,17.8,Not Applicable,Not Applicable,7/1/21,6/30/24
10019,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,No Different Than the National Rate,5.8,Not Applicable,Not Applicable,7/1/21,6/30/24
10019,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,No Different Than the National Rate,16.1,Not Applicable,Not Applicable,7/1/21,6/30/24
10021,EDAC_30_AMI,Hospital return days for heart attack patients,Number of Cases Too Small,Not Available,Not Available,Not Available,7/1/21,6/30/24
10021,EDAC_30_HF,Hospital return days for heart failure patients,Number of Cases Too Small,Not Available,Not Available,Not Available,7/1/21,6/30/24
10021,EDAC_30_PN,Hospital return days for pneumonia patients,More Days Than Average per 100 Discharges,39.7,67,21,7/1/21,6/30/24
10021,Hybrid_HWR,Hybrid Hospital-Wide All-Cause Readmission Measure (HWR),No Different Than the National Rate,14.8,Not Applicable,Not Applicable,7/1/23,6/30/24
10021,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",No Different Than the National Rate,12.7,Not Applicable,Not Applicable,1/1/21,12/31/23
10021,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,Not Available,Not Available,Not Applicable,Not Applicable,1/1/23,12/31/23
10021,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,Not Available,Not Available,Not Applicable,Not Applicable,1/1/23,12/31/23
10021,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,Number of cases too small,Not Available,Not Applicable,Not Applicable,1/1/23,12/31/23
10021,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,Number of Cases Too Small,Not Available,Not Applicable,Not Applicable,7/1/21,6/30/24
10021,READM_30_CABG,Rate of readmission for CABG,Not Available,Not Available,Not Applicable,Not Applicable,7/1/21,6/30/24
10021,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,Number of Cases Too Small,Not Available,Not Applicable,Not Applicable,7/1/21,6/30/24
10021,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,Number of Cases Too Small,Not Available,Not Applicable,Not Applicable,7/1/21,6/30/24
10021,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,Not Available,Not Available,Not Applicable,Not Applicable,7/1/21,6/30/24
10021,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,No Different Than the National Rate,16,Not Applicable,Not Applicable,7/1/21,6/30/24
10022,EDAC_30_AMI,Hospital return days for heart attack patients,Not Available,Not Available,Not Available,Not Available,7/1/21,6/30/24
10022,EDAC_30_HF,Hospital return days for heart failure patients,Number of Cases Too Small,Not Available,Not Available,Not Available,7/1/21,6/30/24
10022,EDAC_30_PN,Hospital return days for pneumonia patients,Average Days per 100 Discharges,-5.8,27,8,7/1/21,6/30/24
10022,Hybrid_HWR,Hybrid Hospital-Wide All-Cause Readmission Measure (HWR),No Different Than the National Rate,15.1,Not Applicable,Not Applicable,7/1/23,6/30/24
10022,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",Number of Cases Too Small,Not Available,Not Applicable,Not Applicable,1/1/21,12/31/23
10022,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,Not Available,Not Available,Not Applicable,Not Applicable,1/1/23,12/31/23
10022,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,Not Available,Not Available,Not Applicable,Not Applicable,1/1/23,12/31/23
10022,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,Not Available,Not Available,Not Applicable,Not Applicable,1/1/23,12/31/23
10022,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,Not Available,Not Available,Not Applicable,Not Applicable,7/1/21,6/30/24
10022,READM_30_CABG,Rate of readmission for CABG,Not Available,Not Available,Not Applicable,Not Applicable,7/1/21,6/30/24
10022,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,Number of Cases Too Small,Not Available,Not Applicable,Not Applicable,7/1/21,6/30/24
10022,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,Number of Cases Too Small,Not Available,Not Applicable,Not Applicable,7/1/21,6/30/24
10022,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,Not Available,Not Available,Not Applicable,Not Applicable,7/1/21,6/30/24
10022,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,No Different Than the National Rate,15.5,Not Applicable,Not Applicable,7/1/21,6/30/24
10023,EDAC_30_AMI,Hospital return days for heart attack patients,Average Days per 100 Discharges,-0.1,182,40,7/1/21,6/30/24
10023,EDAC_30_HF,Hospital return days for heart failure patients,More Days Than Average per 100 Discharges,23.4,241,86,7/1/21,6/30/24
10023,EDAC_30_PN,Hospital return days for pneumonia patients,More Days Than Average per 100 Discharges,41.9,151,46,7/1/21,6/30/24
10023,Hybrid_HWR,Hybrid Hospital-Wide All-Cause Readmission Measure (HWR),No Different Than the National Rate,15,Not Applicable,Not Applicable,7/1/23,6/30/24
10023,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",No Different Than the National Rate,12.8,Not Applicable,Not Applicable,1/1/21,12/31/23
10023,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,Better Than the National Rate,8,Not Applicable,Not Applicable,1/1/23,12/31/23
10023,OP_35_ED,Rate of emergency department (ED) visits for patients receiving outpatient chemotherapy,No Different Than the National Rate,4.1,Not Applicable,Not Applicable,1/1/23,12/31/23
10023,OP_36,Ratio of unplanned hospital visits after hospital outpatient surgery,No Different than expected,1.2,Not Applicable,Not Applicable,1/1/23,12/31/23
10023,READM_30_AMI,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,No Different Than the National Rate,13.6,Not Applicable,Not Applicable,7/1/21,6/30/24
10023,READM_30_CABG,Rate of readmission for CABG,No Different Than the National Rate,11.5,Not Applicable,Not Applicable,7/1/21,6/30/24
10023,READM_30_COPD,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,No Different Than the National Rate,19,Not Applicable,Not Applicable,7/1/21,6/30/24
10023,READM_30_HF,Heart failure (HF) 30-Day Readmission Rate,No Different Than the National Rate,20.8,Not Applicable,Not Applicable,7/1/21,6/30/24
10023,READM_30_HIP_KNEE,Rate of readmission after hip/knee replacement,No Different Than the National Rate,4.6,Not Applicable,Not Applicable,7/1/21,6/30/24
10023,READM_30_PN,Pneumonia (PN) 30-Day Readmission Rate,No Different Than the National Rate,16.7,Not Applicable,Not Applicable,7/1/21,6/30/24
10024,EDAC_30_AMI,Hospital return days for heart attack patients,Average Days per 100 Discharges,0.6,139,27,7/1/21,6/30/24
10024,EDAC_30_HF,Hospital return days for heart failure patients,Average Days per 100 Discharges,0.2,255,81,7/1/21,6/30/24
10024,EDAC_30_PN,Hospital return days for pneumonia patients,Average Days per 100 Discharges,10.2,234,62,7/1/21,6/30/24
10024,Hybrid_HWR,Hybrid Hospital-Wide All-Cause Readmission Measure (HWR),No Different Than the National Rate,15.8,Not Applicable,Not Applicable,7/1/23,6/30/24
10024,OP_32,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",No Different Than the National Rate,12.9,Not Applicable,Not Applicable,1/1/21,12/31/23
10024,OP_35_ADM,Rate of inpatient admissions for patients receiving outpatient chemotherapy,No Different Than the National Rate,9.5,Not Applicable,Not Applicable,1/1/23,12/31/23
